novel_id,title,rating count,rating mean
10085,"Entertainment: With tens of billions of debts, Yang Mi begged me not to collapse my house.",6,7.166666666666667
10086,"In my later years, when I attained the Holy Body, I can travel through time and become a god.",2,3.0
10087,"The Same Table is Still a Fool, Fooling Her into Marrying Me",2,8.5
10088,Unlimited Power - The Arcane Path,7,8.285714285714286
10089,I Can Actually Bring Out Game Items,4,6.25
10090,"The chat group plays Huang Tiandi, and the female group members become nanny",3,6.333333333333333
10091,Pirates: Invest in Whitebeard at the beginning,3,8.333333333333334
10093,"Beware Mr. Officer, Tread Carefully!",6,5.833333333333333
10094,Villain of my own novel,6,8.333333333333334
10095,Omnibus: The beginning creates a Hokage,2,9.0
10096,"World of Knights: Dark Knights, Fighting Evolution",3,6.333333333333333
10097,Quick Transmigration: Face Slapping The Second Female Lead,3,2.3333333333333335
10098,Crossing Five Zeros: Apocalyptic couple salted fish lie down and win!,4,7.25
10099,Marvel: The beginning is the god of destruction,3,7.0
101,I Randomly Have a New Career Every Week,7,5.714285714285714
10100,Naruto: Opening Summons Parallel Worlds,4,7.5
10101,I broadcast live with the ship,7,6.714285714285714
10102,Hokage no Hinata Mo,5,8.2
10103,"Dragon Ball, even the king can't keep him, I said so",2,9.5
10104,Global lycanthropy: I was reborn as an undead python,5,7.2
10105,I am Farming In Pallet Town,4,7.75
10106,The Birth Of A Villainess,4,8.5
10107,Pirate’s Invincible Daddy,4,7.5
10108,"I, the Storyteller, There Are Gods in the World",1,10.0
10109,"Football: National football expulsion, reward Da Luo template!",1,10.0
1011,The Original Partner Robbed of Luck is Reborn,4,5.0
10110,"Deduce The Fairy Thief Of Liuku At The Beginning, And Harvest The Data Of Common People",2,2.0
10111,One Piece: Nine Dragons Come,3,7.0
10112,The Extra's Dominance,4,7.0
10113,"People in national security, daily catch spies",5,7.6
10114,"In the city, after three years of dormancy, I actually became a millionaire",5,6.8
10115,Daqin: I was Lying Flat and was Overheard by Zulong,9,7.0
10116,Young Master Chu’s Guide to Spoiling his Wife,4,7.5
10117,The Demon Lord And His Hero,4,5.75
10118,"I failed the college entrance examination, and my parents exposed trillions of net worth",2,4.0
10119,"Konoha: I am Naruto, I want to build a ninja engine",5,7.2
1012,"Because I Don't Want to Shoot, I Use The Full Conqueror's Haki",3,6.333333333333333
10120,Spiritual Qi Collides with the Starry Skies,3,4.0
10121,"Fellow Daoist Chen, Please Stay Away From Me",1,1.0
10122,First Class Taoist Gate,2,6.5
10123,Creating an Industrial Empire in 19th Century Parallel World,5,7.4
10124,Fighter in Fairy Tail,2,9.5
10125,Online games: Ten thousand times increase at the start!,5,7.2
10126,"I, the Straight Man! the School Flower Pretend to Fall down at the Start?",3,8.0
10127,Naruto: The Power Of Shinigami,4,7.25
10128,Marvel: Rising Heroes,4,8.25
10129,My Soul card is a Reaper,3,9.0
1013,Cultivation Starts Three Years After Transmigration,5,6.2
10130,All people: Invincible starts from skill 1 second level 1,7,7.0
10131,Fantasy: Villain and Hero,2,7.5
10132,The Wizard of Winterhold In Marvel Universe,2,8.5
10133,Mushroom House: I Can Create Elf,3,9.333333333333334
10134,The Blackened Male God Always Wants To Set A Routine For Me,6,6.0
10135,Doctor Jiang’s Beloved Sweetheart,3,7.666666666666667
10136,Star-source Legend,7,7.142857142857143
10137,The Comprehensive Journey of Seeing the Eyes of the Ancients,6,5.0
10138,Ke Xue: Hundreds of thousands of dead soldiers occupied Xiaobaga,1,6.0
10139,My Identity As A Schoolmaster Has Been Exposed,2,6.5
1014,"Lord of the Universe, Start with Kryptonian Bloodline",4,4.75
10140,Number one swordsman,4,6.0
10141,Start refining the earth,10,6.6
10142,"The whole people traveled through the wilderness, I used the simulation to prove the road!",5,5.6
10143,Villain’s Delicate and Charming Wife,3,5.333333333333333
10144,Landing in Myriad Realms: Replacing the Original,3,4.0
10145,The start of the net king is full,4,4.75
10146,Be A Big Name In The Ninja World,2,6.0
10147,Wizard Loaded The Thriller Game,4,7.0
10148,All-American Collection,2,9.5
10149,The Mercenary War God of the City,3,7.333333333333333
10150,Single Mom in the Eighties,4,6.0
10151,Day-to-day vacation in One Piece,4,8.0
10152,Fake Villain Turned Into Cannon Fodder,2,7.5
10153,The Beautiful Time With You,3,6.0
10154,Heavenly Venerate Reborn in the City,1,10.0
10155,Alliance: the Great Compassion Curse at the Beginning Sends Sister Zhou Away,5,7.8
10156,fairy tail star lord,3,7.333333333333333
10157,Calamity of Tomorrow,2,9.0
10158,I Became the Pet of the Five Bosses,3,6.0
10159,"Everyone: I am a gunner, unlimited ammunition",2,9.0
1016,The Fake Daughter Made a Sensation All Over the World By Relying on Metaphysics,3,7.666666666666667
10160,God-level Grandmaster of Martial Arts,4,7.0
10161,Infinite: The Protagonist Must Die,1,6.0
10162,"Don't Blow Me Up, I'm Invincible",5,7.0
10163,"Spoiled Marriage: Big President, Little Sweetheart",4,6.5
10164,Hunter’s Burial,8,7.25
10165,Journey to the West: My Disciples Are Too Arrogant,4,6.75
10166,Fanatic Martial God,4,6.25
10167,I Am the Corpse Master,5,7.6
10168,"Meiman: I am Groot, I am Buddha at the beginning",6,7.666666666666667
10169,The Dimensional System of Naruto,4,6.5
1017,Daoist Cultivator in Marvel,5,7.6
10170,Shape Moon Simulation: Start strategy for the Greek goddess!,2,7.5
10171,Cyberpunk: The strongest middleman,4,7.0
10172,Yellow Court Dao Lord,4,6.0
10173,The 21st Century of the Gangsters Everywhere,1,4.0
10174,Summoning Mercenaries,3,7.0
10175,Comprehensive Movie King System,4,7.0
10176,The Villainess is a Marionette,3,5.333333333333333
10177,Marvel’s Strongest Internet Cafe,1,8.0
10178,"Konoha: I, Darkened Naruto",6,6.333333333333333
10179,"Konoha: Sasuke, reshape the ninja order after revenge",6,5.166666666666667
1018,"Five Treasure to Find Dad, Mommy Is Super Powerful",4,5.5
10180,Online Game: My Health Point Has No Limits,5,7.0
10181,Blacksmith of the Apocalypse,5,5.6
10182,Legend of Infinite Mecha,1,7.0
10183,Maxed Out Leveling Novel,2,6.5
10184,Naruto: I Can Evolve Infinitely!,1,9.0
10185,I Copy Under One Punch,2,8.0
10186,"Pirates: Through Kaido, protect Whitebeard on the top",4,6.0
10187,"Marvel: Development of short videos, rise of mutants",5,6.2
10188,"Bold Evildoer, Poor Monk Fahai",8,6.875
10189,Rebirth: National Crown Prince,6,8.166666666666666
1019,The Pioneer of the Rebirth Era,4,6.25
10190,My Space-Time System,3,6.0
10191,"I, The Assistant Professor of the University, Intercept the School Flower at the Start",3,6.333333333333333
10192,Reiki Recovery: Get Qilin Arm At The Start,7,8.714285714285714
10193,Fortune Teller Master,3,7.0
10194,Naruto’s Infinite Evolution System,3,5.0
10195,Participated in a military variety show and met his ex-wife Reba?,6,8.0
10196,"Lord: Have many children and many blessings, build an empire from baron",4,8.0
10197,Fantasy: My Disciples Are All Traversers,1,7.0
10198,Mystery: Me! Omnipotent,5,6.0
10199,The Villain and the Cannon Fodder’s Mother,5,5.2
102,Alchemist Sword Sect,2,5.0
1020,The Best Actor and Actress Are Flirting Again!,6,7.5
10200,Born in the womb: I exposed the empress’ sister,3,8.0
10201,Battle of Gakuen Island,2,8.0
10202,Miman: Me! Extraordinary Superman really wants to be a good god,3,7.333333333333333
10203,Breaking a Couple in every World,2,7.5
10204,Live broadcast of the Battlefield of All Realms: Whitebeard vs. Eight Gate Kai,3,6.666666666666667
10205,I Have A Super USB Drive,3,6.666666666666667
10206,Can A Scholar Be Called A Villain?,3,6.666666666666667
10207,Ravages Korean Entertainment,5,6.8
10208,Reaper’s name scene: The opening exposure of Ichigo’s 4 fathers,2,6.5
10209,Pirate I can add attributes,2,8.0
1021,My Sweet Physician Wife Calls The Shots,2,9.5
10210,I Cultivated Sword Intent on Earth,6,7.333333333333333
10211,Empress True Colors,7,7.142857142857143
10212,"People Are in Naruto, and the Era of National Live Broadcast Has Begun!",4,7.75
10213,I Became a Swordsmanship Instructor at the Academy,4,7.75
10214,"Great Voyage: I, Luffy, was crazily persecuted by the live broadcast",6,6.166666666666667
10215,"Your Royal Highness, You Are a Stand-in!",5,8.4
10216,I Really Didn’t Want to Be the Savior,4,6.75
10217,The Ultimate Executive Officer,5,6.4
10218,Elf: Start with a Vulcan Moth,4,9.0
10219,Tsuki ga Michibiku Isekai Douchuu,5,7.0
1022,Online Game: My Theft SSS Class,5,7.4
10221,Entertainment: He Reba opens a husband-and-wife shop and becomes the richest man in the world,6,8.0
10222,"All the people change jobs, I rely on the dead summons to become stronger",2,8.5
10223,ben10: I can evolve infinitely!,2,8.0
10224,Super Battleship Reborn,5,6.8
10225,Wilderness Survival 365 Days,2,7.5
10226,"Entertainment: let you introduce yourself, you introduce your family background",4,7.75
10227,Forge An Eternal Kingdom,3,7.666666666666667
10228,The Villain Just Wants to be a Salted Fish,5,6.6
10229,Dawn of Professionals,3,5.666666666666667
1023,Douluo: Refusing to join Shrek at the beginning,3,9.333333333333334
10230,War on the Top: Help the Navy Draw Any Door at the Beginning,2,7.0
10231,One Piece’s day hangs up,2,8.5
10232,Dao Fusion,1,6.0
10233,Awakened the boxing champion system at the age of 65,3,7.0
10234,Is President Lu Bankrupt Today?,4,5.5
10235,Pirates: Start to become the cute king Rimuru,1,8.0
10236,People in Soul Society: My skills can be cultivated on their own,3,7.666666666666667
10237,Call of Eschatology,1,8.0
10238,Meeting You Is My Simple Happiness,4,5.5
10239,Doomsday: I have a god-level choice,4,5.0
1024,Online Games Barbarism and Civilization,5,6.4
10240,Pokémon no Tatsumi,2,7.5
10241,Heartwarming Kiss,1,7.0
10242,Concubine Raiders: Rebirth As a Queen,2,4.0
10243,Soldiers Card System,3,7.666666666666667
10244,My Name is Nalan Ye,4,8.0
10245,The Almighty King of Sports,5,7.0
10246,Iron Armored City,2,3.0
10247,"People write diaries in elves, Sirona’s wife is broken",5,7.6
10248,"Meiman: Comprehension goes against the sky, creating chaos at the beginning",1,7.0
10249,"Entertainment: I, god-level actor",1,8.0
1025,Rebirth Daughter Against the World,3,6.0
10250,Start with Dao Fruit,6,8.166666666666666
10251,Ethan’s Fantasy Drift,3,5.666666666666667
10252,Newlyweds 1001 Nights: Mr. Bo’s Love Life,3,8.666666666666666
10253,The overlord of the power supremacist classroom,4,6.0
10254,"Goblin: Abnormal invasion, I exposed the foundation",5,6.0
10255,National Creation: My world is indescribable,5,7.0
10256,Stealing The Heavens,5,7.2
10257,Rebirth of Conan as a Detective,3,5.333333333333333
10258,"Miss, Something’s Wrong With You",1,8.0
10259,"Elf: Double comparison, this Xiaozhi is too curly!",4,5.0
1026,StarCraft’s Strongest Commander,2,8.0
10260,League of Legends Millennium Warlord,4,5.75
10261,Let you inherit the company and set off a technological storm?,2,8.0
10262,My Classmate is 200 Million Years Old,5,6.2
10263,Detective Conan: The Grey Winged Angel,3,8.666666666666666
10264,"After the Divorce, the Boss Dressed As My Dog",1,9.0
10265,"A knife, cut over the leaves!",4,5.5
10266,"People are in the world of corpses, starting as a blind swordsman",3,8.0
10268,His Devious Rule,2,8.0
10269,Back to the jackpot in 2002,2,7.5
1027,I Can Enter the Game,2,5.5
10270,Return Of The Strongest Player,6,6.5
10271,"Humans are super gods; starting from the beginning, super brains become gods through scientific rese",2,10.0
10273,I Am Playing Chat Group In Yuanshen,1,7.0
10274,All-Heavens Spellcaster,5,8.0
10275,Entertainment: from Joker to Grandmaster Villain,4,9.5
10276,"Compared with two Luffy, this Luffy is too curly!",3,5.333333333333333
10277,Pirate: My strength is the sum of the three generals!,2,6.5
10279,Allure of the World,3,8.0
1028,"Eavesdropping On The Voice Of The Heart, At The Beginning, Yunxiao Raised His Sword And Cut Down Din",1,6.0
10280,Master of Marvel World,4,6.0
10281,The Winner is King,4,7.5
10282,Rebirth of seventy little spicy daughter-in-law,8,8.0
10283,"Resurrection of Spiritual Qi: at the Beginning of the Game, the Creation of Human Immortal Martial A",2,7.5
10284,"Uncle, his wife is addicted",3,6.0
10285,Super god technology dominates Marvel,9,7.444444444444445
10286,I Am Immortal,2,6.0
10287,The Peerless Hero Started from the Abandoned Son of the Ni Family,4,6.25
10288,NBA: Start with James Harden,3,6.333333333333333
10289,"Xidu: more children, more blessings, starting from Bulma",2,5.0
1029,Recycle System Upgrades Instantly,3,7.333333333333333
10290,A wonderful adventure that begins with One Punch Man,7,8.0
10291,Let you be the leader of the clan and dominate the world of immortality,6,8.166666666666666
10292,Entertainment: The Mushroom House was Burned at the Start!,8,7.75
10293,The Return of the Noble Abandoned Consort,7,7.857142857142857
10294,You Call This the Black Man Behind the Scenes?,9,7.111111111111111
10295,One Piece Exploration,2,7.5
10296,"I have 100,000,000 times my spiritual power, and I directly transformed into a humanoid fortress!",5,4.8
10297,Quick Transmigration of Prince Charming,2,9.5
10298,The male god starts with self-discipline,2,7.0
10299,Pirate: Centenarian teacher,3,7.666666666666667
103,Sword God,3,6.333333333333333
1030,Unlimited Upgrade System From Ant to Abyss Master,5,7.0
10300,I resurrected Roger and was discovered by his wife Im!,3,7.666666666666667
10301,"Leave Me Alone, Heroines!",5,9.0
10302,"American comics: The killer starts, Spider-Gwen is shocked",2,7.5
10303,Thriller Is Coming: This Big Brother Is 100 Million Points Fierce!,3,6.333333333333333
10304,Super Anti-war System,2,6.0
10305,Conquer The Comic: I Rely On Unlimited Hunting To Level Up,3,5.666666666666667
10306,Superman Lord Of The Abyss Game,3,5.666666666666667
10307,"If you are asked to simulate committing a crime, will you become the godfather of crime?",6,7.833333333333333
10308,"City: Refuse to send milk tea, reward Pagani",4,7.0
10309,Ninja World Arena,7,6.142857142857143
1031,Uchiha: Destroy Konoha at the Start!,2,7.0
10310,"Entertainment: Military art school grass, Mushroom House plays idol drama",4,7.0
10311,I Am Not A Taoist Ancestor,9,6.555555555555555
10312,"Siheyuan: The deaf old man is too long, I will send her a coffin",6,6.5
10313,Start making money by signing in to scenic spots,13,7.3076923076923075
10314,I Became the Fiance of a Crazy Heroine,6,6.5
10315,My Martial Arts Life Simulator,5,6.2
10316,The Villain Changed the Ending,5,8.2
10317,The second dimension of feminization begins with pirates,1,7.0
10318,Pirates: Let the world know the truth,3,5.666666666666667
10319,Hong Kong Slices of the World As Salted Fish,7,6.142857142857143
1032,Invincible Devouring System,4,6.75
10320,Pirate’s Super Learning Talent,4,5.5
10321,The White Tiger of Naruto Shocks the World,4,8.0
10322,Apocalypse of Spiritual Energy: Start by hoarding tens of billions of spirit stones to become an imm,5,7.6
10323,Peak Strength,2,7.0
10324,"I! Sarutobi Hiruzen, the strongest third generation in history",2,5.0
10325,"Outrageous! Bind to the gangster system, I am invincible",3,9.333333333333334
10326,One-click Practice for Millions of Levels,2,10.0
10327,My Hero Academia Burnt Fruit,5,7.8
10328,Hokage’s Wish System,5,7.8
10329,NBA: I coach Kobe,2,5.5
1033,Lord Futian,4,5.75
10330,Pokémon: Billions of attribute points at the beginning,4,5.75
10331,Villain: The protagonist is dating online? I cut off my beard!,2,9.5
10332,"With One Order, All Mankind Will Follow Me Into Another World",1,5.0
10333,Konoha: Starting from becoming the leader of the Uchiha clan,1,6.0
10334,Heaven Official’s Blessing,5,4.6
10335,One Piece King Victory,1,8.0
10336,"I, the Great Swordsman of the Ninja World",1,6.0
10337,A Star Reborn: The Queen’s Return,6,6.5
10339,"Gaowu: Simplify the skills, teach disciples and get back thousands of times",6,6.833333333333333
1034,"Please Take Care of Me, Young Master Quan",5,6.8
10340,Warlock War,1,3.0
10341,"Elf: Being born into a family with superpowers, I am invincible",3,6.0
10342,Level Up Legend,1,9.0
10343,The Prince of Tennis: The Undefeated God of War,2,7.0
10344,I Have a Wolf Sword Saint System,4,4.25
10345,Twenty Sided Dice,2,7.5
10347,Wind Rises in Dragon City,3,6.0
10348,"If you are a pirate, you will get the black dragon template at the beginning.",3,8.333333333333334
10349,Game Chuangshi Shen: Create the fourth natural disaster at the beginning,1,3.0
1035,"I, Konoha’s Life Mentor",4,7.25
10350,"Detective: I have a split personality, but I’m really not a murderer",4,4.0
10351,Every Day After Marriage Is Really Fragrant,5,6.8
10352,The Peasant Female Doctor,4,8.25
10353,Shiraishi Kuranosuke of the Net King,4,6.25
10354,Konoha: I became Naruto’s second personality!,4,8.5
10355,Doting wife and dad: Goddess teacher falls in love with me,2,7.5
10356,I Became Follower Of Female Villain,1,7.0
10357,"Three Kingdoms: The maid Big and Small Qiao, I dominate Koto",4,8.0
10358,Deity Hero: Me! Gaining Disciples Makes Me Stronger!,3,6.666666666666667
10359,Football: The opening kick shocked the world with a long-range heavy artillery,5,6.2
1036,The Spirit of God Million Domain,3,7.333333333333333
10360,Kamen Rider: God Level Selection System,3,8.0
10361,Saint Seiya,4,6.5
10362,Pirates are immortal,7,5.142857142857143
10363,The Fake Daughter Is Not Innocent,3,9.666666666666666
10364,"I'm in Konoha, and my ninjutsu is ten thousand times more critical.",8,6.625
10365,The Empress’s Gigolo,2,6.5
10366,The Great Thief,5,4.0
10367,Pirates: Starting with the expulsion of Mary Joa,2,9.0
10368,Fantasy: Me! Add friends to become stronger,5,8.4
10369,I developed Call of Duty and was chased by players around the world,3,8.333333333333334
10370,Full-time Lottery System,1,4.0
10371,Horrible Recovery: Start Activating The Demon Spirit System,1,4.0
10372,What group is this? Jizi just joined the group and posted private photos,2,8.5
10373,All Heavens Immortal Martial Arts,5,8.2
10374,"Hong Huang: Defeated ladies, what about my three thousand immortal soldiers",6,6.0
10375,Naruto: I open a pet shop in the ninja world,5,7.2
10376,Chronicles of Ryan the Wizard,5,7.2
10377,The Life Through Books of the Salted Fish Family,3,8.0
10378,King’s Landing,4,6.5
10379,God-level Old Doctor of All Worlds,1,7.0
1038,The Strongest Sect Development System Starts The Candle Dragon Ground Vein,2,7.0
10380,The Strongest Violent Demon System,4,7.0
10381,Football King Bale,5,5.6
10382,"Elf: Please, Let Me Lose Once!",2,5.5
10383,Meiman: Wanda is addicted to love? i am a tree,2,8.5
10384,Gourmet: The Reversed Life of the Salted Fish Dad,3,9.333333333333334
10385,Xingqiong Railway Travel Agency popularizes the destiny of the original god,2,9.0
10386,Dawn of a New Era,1,8.0
10387,Pirate: My brother is Luffy,7,6.857142857142857
10388,"Entertainment tomb robbing: Playing as Meng Youping, teammate Yang Mi",4,4.5
10389,"I am a pirate, starting as the Akatsuki organization",5,6.8
1039,Douluo Strongest Son-in-law,1,9.0
10390,Back to the Three Kingdoms,9,7.888888888888889
10391,I,1,5.0
10392,"The National Goddess Signs the Mecha, and The Loyal and Fierce Fleet is Exposed",5,5.6
10393,Absolute Deal,1,5.0
10394,My Two-dimensional Youth Will Not Be Monotonous,3,7.666666666666667
10395,My Martial Arts Can Cultivate By Myself,4,6.25
10396,Repugnant Gateway,6,5.5
10397,People in the Courtyard: Starting from Ordinary Households,2,7.0
10398,NBA World Mall,2,6.0
10399,My Guardian Mr Bo,2,7.5
104,The Peasant Girl’s Concubine’s Name Moves the World,1,6.0
1040,The Sweet Daughter-in-law of the Wang Family In the Age of Rebirth,3,6.0
10400,Return of the Soldier King,3,8.666666666666666
10401,My Turret Has a Caliber of Three Thousand Meters,9,5.777777777777778
10402,Demon God of Myriad Realms,5,7.8
10403,Hokage’s strongest sword,5,6.8
10404,I Got Caught After Flirting with the Wrong Person,6,9.166666666666666
10405,Love at First Kiss: Surrendering to my Devil Husband,3,7.666666666666667
10406,The Only Person I Bow Down Is Her,6,4.333333333333333
10407,Invincibility in Martial Dao Starts From One-Punch,3,6.666666666666667
10408,"The Creation of the Eternal Sword at the Start, Which Shocked Erina Eyes",2,7.0
10409,The Lucky Value of the City is 99999,5,5.8
1041,Nine Star Hegemon Body Arts,2,6.5
10410,After the Fairy Disappeared,5,7.8
10411,"Comprehensive: edited diary, exposed by dimensional forums",2,4.5
10412,"Yu-Gi-Oh: Shidai, do you call this a hero?",2,4.5
10413,Dragon Ball: I am the Sky God,6,7.666666666666667
10414,Back in 1981: Marrying the love of your life,6,6.5
10415,King’s House Kindergarten,5,6.6
10416,Fantasy: The Supporting Role Does Not Want To Be A Younger Brother,3,6.666666666666667
10417,Dawn Of Legend:Rise Of An Extra,1,10.0
10418,My Husband Is the Villain,2,9.0
10419,Amazing Doctor With Super Vision,3,7.333333333333333
1042,Spirit Pet Creation Simulator,4,6.5
10420,"A man in the navy, playing the role of czar, casting a sun disk",9,7.777777777777778
10421,City: A big gift pack every day,6,8.666666666666666
10422,"Wife Addiction, Don’t Run Away, Madam",6,7.333333333333333
10423,Sniper Track,5,6.8
10424,Hokage’s Super Live System,5,6.8
10425,Become a fairy from a hunter,8,7.25
10426,"I, Foyego, the most affectionate species in Runeterra",2,8.0
10427,Crazy? The empress' disciple wants to live with me?,3,5.333333333333333
10428,City: God-level food system,8,7.25
10429,Am I The Demon King?,6,5.833333333333333
1043,Fantasy: Get an opportunity at the beginning and receive tens of billions of subsidies,5,7.2
10430,Mythological Native Species,5,8.2
10431,My Patients Fall in Love with Me,2,7.0
10432,"Frozen fruit at the start, Spiderwoman Gwen chased me",4,8.75
10433,Nine Heavens,3,5.666666666666667
10434,Super Evolution Base Island,2,3.5
10435,Temporary Husband: The Pregnant Wife Runs Away,3,5.666666666666667
10436,The Sealer of the Sword,1,7.0
10437,Entertainment: Start with Island Survival,4,8.5
10438,Elven World: I’m Team Rocket,6,6.166666666666667
10439,King Engine Of One Punch Man,3,6.666666666666667
1044,Lord of the People: All Units Are SSS-Level Talents,3,6.333333333333333
10440,Apprentice the four-eyed Taoist master,2,4.5
10441,Pirate System,4,6.75
10442,"It's the End, I'm Surrounded by Shipgirls!",2,6.5
10443,Ninja World Video: Opening Inventory Naruto Peak Showdown,3,6.666666666666667
10444,Balance the World,3,7.0
10445,After Becoming a Taoist,2,7.0
10446,Marvel: An umbrella base to start!,2,8.0
10447,Rebirth Of Fantasy: Obtain The Sect System,3,7.0
10448,I Have Several Backers,9,6.111111111111111
10449,Game Materialization: My Identity As The Immortal Emperor Is Exposed,7,5.714285714285714
1045,One Piece Treasure Box System,1,2.0
10450,Primordial Sword Emperor,2,5.5
10451,Reborn Aristocrat: Return of the Vicious Heiress,5,7.0
10452,Magneto's Hyuga,2,6.0
10453,Buy a Golden Finger,4,8.75
10454,"I’m a Director, I’m Not Bad",4,7.75
10455,"[Dragon Ball Seventh Universe Derivative Volume] I am Vegeta, the prince of the fighting race Saiyan",3,8.0
10456,"Elves: Exposing pickup trucks, mortal bodies are comparable to gods",1,9.0
10457,"Thank you! I'm in Elf, I just resigned from the championship",2,6.5
10458,Weird Regulator,2,7.5
