user_id,novel_id,rating
180,11677,10
531,20528,5
757,22723,5
281,21981,9
197,6017,9
509,11032,6
572,9166,8
371,5828,5
103,13085,3
505,4974,8
114,4780,7
404,19472,5
708,9261,9
339,8485,4
623,4844,5
689,14517,7
296,24530,8
487,27339,10
91,13830,7
157,9567,5
293,2323,3
540,7838,5
59,1058,10
594,16174,5
139,27601,10
553,297,5
623,23766,6
50,14278,6
131,20292,9
254,9785,9
235,22721,9
228,12732,9
164,9663,2
295,26894,7
430,23287,8
387,3633,5
329,1703,10
238,21919,10
286,7957,1
731,23362,9
46,18618,8
404,21652,4
452,6541,8
660,26539,10
149,19081,1
112,26318,5
276,14289,7
153,2865,7
306,8983,7
255,23033,5
330,23199,4
403,6746,6
489,1093,10
411,19337,6
113,23620,10
323,5044,9
45,25056,2
178,6827,10
425,26698,9
85,17166,4
470,13964,8
685,1793,10
476,19947,6
462,20721,10
14,19439,6
559,125,9
68,18349,10
702,2695,10
400,5716,1
212,24182,8
510,27370,9
395,11688,5
544,14141,8
77,24737,10
398,27272,5
173,12824,5
412,23297,9
272,21973,6
68,11703,9
717,11368,5
396,23063,2
231,5883,7
749,22594,9
772,17383,5
482,11833,8
654,15401,5
746,18610,4
657,27128,10
466,19987,9
525,9200,10
735,18715,8
191,7305,10
509,19100,1
488,3140,5
475,9090,6
383,14384,8
725,27132,7
110,19005,9
562,25769,3
641,5389,6
532,823,9
773,25354,8
394,24896,7
490,833,8
504,3838,1
649,6695,8
545,15467,9
418,17180,9
633,10073,10
150,10829,9
379,19830,5
466,1239,10
246,4045,8
423,16972,8
513,13066,9
578,24090,6
439,25196,2
171,12035,8
526,11488,8
167,6233,7
494,6571,10
268,20247,8
3,8131,5
488,15266,6
44,26080,9
158,8394,8
51,11747,9
294,13453,9
756,7412,2
268,10245,6
505,27555,9
741,7652,8
613,17820,7
722,11721,10
512,4651,1
30,8948,10
21,26867,10
363,9675,7
339,21450,10
418,102,4
519,6628,2
276,19614,7
71,22994,8
23,15192,7
255,3407,9
649,20227,7
404,15048,1
234,455,8
383,21059,9
720,205,4
693,16613,10
185,25387,9
129,21413,3
728,15150,7
370,23610,8
212,20644,4
397,9012,7
88,1492,8
458,14785,4
666,21930,7
323,3524,8
662,27565,5
34,5046,9
153,11922,9
602,4615,2
542,212,8
114,2108,8
578,6212,5
416,24045,8
143,14351,6
89,27361,3
480,21525,8
215,17987,7
394,22966,10
205,9803,10
128,21339,4
286,20177,5
190,3458,5
429,17752,9
369,21703,5
191,8114,7
718,18042,5
751,13507,6
349,8881,7
180,10851,7
142,3948,5
642,231,8
162,27333,4
509,6474,1
622,12806,7
765,26926,7
777,5414,10
552,19427,8
770,10841,7
7,461,2
456,12907,6
274,4655,9
653,2864,6
741,13316,10
612,12024,8
204,13245,4
273,14334,8
525,16398,7
394,25507,10
109,14345,8
109,8509,4
561,13267,3
47,20764,9
722,24179,8
521,4480,7
47,4708,9
417,6346,4
148,3074,2
593,9933,7
106,9177,9
114,21901,9
368,24424,10
654,2062,9
202,18083,2
561,9315,7
214,2520,8
181,27173,4
769,20469,10
295,2523,7
421,15812,3
341,7253,10
589,11615,8
446,16941,6
108,19544,7
400,25855,4
654,15638,5
418,19232,8
96,16455,10
333,18025,10
586,5089,10
415,6715,4
32,19891,6
98,11602,6
499,12276,8
721,20335,4
646,12524,10
1,8324,9
595,15018,4
270,18024,10
74,24216,9
656,21300,7
472,3454,10
144,13869,5
644,25016,2
671,8251,8
243,22568,10
633,16656,5
259,12440,7
284,4838,9
613,9438,3
637,1044,5
628,16134,10
531,13908,6
652,21221,8
194,17883,10
242,23135,6
88,6147,4
661,24915,10
228,5133,8
683,2654,8
174,19240,4
55,343,4
198,3973,10
203,1869,9
456,11419,7
559,2587,7
616,15530,4
246,14332,2
139,3690,7
9,3375,10
375,23007,10
5,1571,7
446,3242,4
385,14720,5
108,666,4
46,21360,7
10,16008,9
104,5296,9
364,3041,8
322,22841,2
564,26738,7
97,10778,10
319,26626,9
340,27613,10
685,7048,8
470,10208,3
143,16203,7
231,12905,10
71,27025,5
515,13574,10
617,6888,4
667,1213,4
346,1850,9
304,7322,7
682,4615,10
67,7967,9
701,7075,9
284,17317,6
538,4539,5
691,24141,9
2,12569,6
609,7906,8
377,22435,8
528,3660,4
578,15398,6
14,869,7
614,14436,9
106,6667,10
99,20523,8
43,15853,4
401,9999,5
699,2919,10
456,1933,6
59,13136,10
210,10648,6
449,16438,4
278,2108,4
268,24252,8
701,9881,4
27,20329,9
198,10376,5
512,24208,6
380,24682,6
451,7132,10
237,10825,4
370,16326,10
750,4170,10
773,62,2
489,6027,8
617,23271,10
629,17688,10
663,15688,9
309,24346,10
542,1164,6
284,17194,6
230,22277,7
548,16483,4
246,18786,7
461,10313,10
397,21400,2
413,9131,6
403,1275,10
687,13988,4
746,2397,8
628,1867,7
203,981,3
99,2989,9
85,624,10
656,22436,8
159,23599,10
426,1344,8
549,4609,4
284,12210,5
250,1586,10
697,13002,5
162,19731,7
84,1911,6
500,16378,4
603,2645,4
520,2388,10
437,1480,4
401,27338,10
744,6628,8
770,14255,1
489,16734,5
43,25607,10
112,3413,7
202,24015,7
574,18575,5
47,11495,2
277,22878,10
242,3195,9
694,10204,8
267,19044,8
664,13571,9
33,14975,3
718,20414,6
84,10379,7
747,26273,5
19,20649,7
262,18298,5
114,21446,4
106,2941,9
602,20889,9
440,18730,10
758,22070,8
109,7662,6
86,21466,1
724,26050,6
297,26852,6
88,24130,5
559,15040,8
150,21932,5
103,11381,2
112,16663,4
13,15833,8
356,4464,5
711,13705,9
228,8619,6
352,27520,2
698,15661,5
663,6778,8
608,101,4
102,2269,8
520,11853,6
364,6096,3
462,4082,5
352,19132,8
532,11520,4
423,22691,7
91,15877,5
426,21259,6
117,776,7
537,10643,9
236,19856,7
65,11635,7
445,25440,10
180,1437,4
520,17007,9
647,24137,7
13,14282,5
341,8984,10
413,16071,7
375,11875,1
140,16025,5
254,7208,8
245,17583,4
638,15837,9
484,1406,7
205,9255,2
642,2053,4
384,9136,9
726,7591,8
277,20179,9
713,2976,9
446,4989,6
688,11223,4
558,22876,8
752,414,5
97,27145,10
467,9528,10
85,577,5
768,10958,10
528,5174,10
504,27064,7
116,143,7
74,5370,9
403,2349,3
565,25646,5
392,26299,8
755,1291,7
605,9253,8
279,13839,7
241,559,3
213,14624,7
565,16547,7
669,570,5
181,3451,7
608,14201,9
149,8478,4
28,22025,8
241,4551,10
29,10115,8
502,10868,9
353,15750,7
324,12933,6
753,8619,6
412,8816,8
311,17906,9
21,27535,6
19,16991,10
89,12206,2
659,13400,9
251,25671,9
664,14275,4
473,1389,10
54,5958,10
238,17890,1
413,13365,10
76,13794,6
583,26768,7
429,27234,8
750,12540,7
305,23089,3
616,5482,9
22,17175,8
488,15954,8
711,20171,7
706,5735,10
95,13354,4
240,26038,4
367,7999,7
16,2505,4
356,20324,10
511,11927,9
593,24787,4
121,15556,8
432,22071,7
199,16963,4
567,25319,9
686,16239,7
603,3946,4
717,6950,8
193,27074,8
239,655,7
507,13325,9
701,5010,8
163,23008,1
774,24300,7
457,25055,9
718,26088,7
48,5735,7
463,6450,8
413,22593,1
454,15880,8
467,4055,10
523,17585,4
242,21651,10
727,4662,9
98,22564,6
238,5632,8
625,6833,10
85,18805,4
132,3091,10
136,18,9
177,18194,2
274,18898,6
449,19316,10
454,9620,8
368,3796,9
770,11435,5
106,24585,4
439,1563,10
331,9725,10
177,19757,7
767,3805,7
451,18410,4
132,8582,2
488,16370,4
722,7103,10
104,19847,5
728,22959,9
53,16963,5
301,6605,3
129,21698,9
719,20531,9
512,133,4
415,12754,7
691,27490,7
763,26299,3
157,26700,5
177,14361,7
35,10250,9
616,4823,8
738,27291,10
334,7414,6
706,6934,6
73,2000,8
651,27050,8
206,3772,7
463,18608,4
364,15644,1
100,21951,4
541,1233,9
539,9995,5
284,26836,9
698,23204,5
644,13357,6
767,18620,4
472,25686,10
324,25035,7
315,16938,7
400,18300,8
755,18741,4
124,23508,8
360,19600,7
643,12803,10
309,16066,7
739,24225,4
82,20662,1
563,18310,10
406,4136,8
771,22501,8
492,11774,9
671,16539,10
599,5607,3
294,18315,4
278,15685,7
511,1457,5
498,18956,7
357,11701,4
668,17586,4
250,5392,8
574,15688,10
488,24790,10
629,375,10
362,5694,7
101,5447,1
676,14281,4
434,20186,6
748,8663,6
189,7643,8
620,25656,8
619,4169,1
36,20302,5
364,26852,9
521,4555,5
533,11603,8
708,19025,10
770,16143,1
220,17629,10
645,15751,7
608,1293,8
391,109,7
41,19110,10
286,13327,4
295,10376,10
357,27640,9
363,6099,5
563,3994,7
84,16128,6
88,8395,6
367,10134,7
86,13672,7
80,8554,6
707,11070,7
375,10181,6
695,10614,3
653,6333,5
215,21882,8
121,27528,5
11,13764,10
698,22875,9
659,17618,3
7,12877,6
579,1459,9
730,674,4
173,11251,10
298,10729,7
211,18563,5
698,18904,5
263,12468,10
133,26051,4
312,26054,8
22,16533,7
8,22165,1
102,25114,10
558,25057,10
662,26629,4
522,3279,10
483,23118,4
51,15547,4
763,19352,4
150,25774,9
242,11603,9
540,9229,7
549,11685,6
31,9906,2
771,2221,10
635,25722,10
510,19370,7
682,17868,9
405,3310,8
334,5310,4
90,25338,5
748,8290,9
618,22463,5
666,2251,8
139,455,8
499,20590,5
328,22828,5
202,13440,10
663,14753,10
257,19907,8
395,3936,9
78,8909,4
186,3655,5
386,13582,8
591,13564,4
400,19555,9
676,20098,4
62,19877,4
671,17849,4
693,1712,8
736,717,7
218,11063,7
258,7285,10
12,10507,5
743,4285,5
739,19805,9
710,17807,10
628,25076,7
26,18606,10
665,25165,3
678,25407,6
404,970,10
42,16453,7
347,7982,8
427,23981,10
396,23459,4
400,25088,4
36,15270,8
421,7166,9
497,24620,9
183,15541,10
298,23647,1
527,856,10
123,20850,8
57,5974,6
176,14731,6
241,4935,4
265,10890,5
735,9478,8
120,23181,9
247,22468,7
400,15036,10
672,7195,8
198,5917,1
573,27019,4
243,25325,6
677,7585,4
360,26872,8
241,13567,6
288,10982,2
600,26147,7
684,14737,9
549,5955,5
124,9794,9
214,17502,8
357,8726,6
597,8993,10
136,8482,10
535,10948,10
72,8628,8
94,16454,7
506,18769,2
186,2720,10
680,20476,9
50,4134,8
259,22340,7
532,16593,10
456,8022,4
417,3810,10
117,6216,10
90,25310,5
604,14300,7
98,22457,6
104,26757,5
108,12798,5
602,15036,6
738,5702,9
91,23283,7
310,9385,9
664,7433,1
21,10314,7
331,25611,7
652,23489,4
333,24258,7
227,27055,10
431,4207,3
556,9851,5
754,26992,8
716,7556,4
217,15535,9
754,13456,5
525,26367,4
723,26109,5
426,15483,8
236,5283,5
51,10592,9
599,7572,9
515,26695,5
662,3623,6
495,19056,10
434,16943,7
562,26201,10
301,15763,10
653,21586,4
52,2287,10
43,23281,9
674,8384,10
718,9812,10
409,5103,6
331,25508,4
45,14297,7
716,20317,7
480,20747,8
362,11454,10
54,23532,10
351,18456,1
62,17053,5
128,27629,9
556,12175,8
397,25390,10
517,13581,7
568,5810,2
411,16330,6
179,6799,7
235,17839,9
721,10438,8
630,22980,4
202,16603,2
33,26270,6
510,21155,10
720,15272,8
182,19734,10
395,20230,8
449,21465,5
618,12382,10
464,8792,10
457,16938,6
363,20856,8
459,16474,9
664,13797,6
120,13220,4
536,1434,8
399,8265,4
620,19973,9
370,591,5
710,12243,6
160,6322,5
508,25724,9
256,1117,10
478,11186,7
218,13612,10
194,17223,6
667,11049,9
753,15348,7
280,17293,9
503,17545,9
87,8308,8
179,11291,6
485,20565,4
435,21321,9
661,6806,7
87,23520,9
570,25288,5
624,10866,3
267,14664,9
239,7083,6
755,16219,4
651,2042,9
567,20914,6
448,22204,4
762,26793,10
472,22570,9
134,14783,9
775,15261,10
115,8279,7
297,4184,3
439,23687,4
747,19503,7
119,7369,4
729,20430,9
291,7041,5
117,2528,5
362,13012,6
663,19727,10
87,11736,7
165,25265,6
360,23512,5
307,5565,2
735,25141,9
742,18532,7
165,17425,8
333,26727,10
468,26762,7
330,8384,4
194,17876,7
542,11340,6
691,17983,10
565,15995,10
245,6352,5
693,17595,1
295,7173,8
723,11170,8
535,21746,4
634,5162,8
749,6484,8
94,8006,3
8,10603,8
253,5909,9
317,26187,7
476,9862,7
590,19687,5
558,21884,5
568,19153,5
234,23076,8
307,2930,10
7,5688,8
472,11596,5
338,23936,5
298,22934,5
615,26878,7
753,18356,4
752,3289,8
2,556,9
405,14590,5
465,19690,6
742,5057,7
752,13106,5
632,3749,10
251,14571,5
228,9068,2
720,1883,9
269,19304,9
99,1048,10
273,15403,7
703,27028,7
581,14411,6
330,2016,4
772,5385,8
366,3854,9
386,4573,10
78,17002,7
753,24840,5
336,12978,8
728,14779,7
675,4213,4
734,24383,7
746,25773,8
755,7927,5
709,24645,8
730,3154,9
373,10985,5
153,927,7
150,13167,10
146,24417,3
158,15295,4
221,19520,6
295,12733,9
338,5410,9
375,4778,5
673,16829,6
106,18981,5
278,10015,10
717,15155,5
443,13207,8
488,12230,9
440,12444,1
345,27621,8
609,6901,8
537,25929,7
647,12975,9
173,1089,8
419,9982,1
701,9815,5
694,27145,9
617,27077,5
41,4081,10
673,6035,9
534,18410,1
315,3439,7
291,24791,10
462,5251,7
593,13388,10
99,5997,8
202,7859,4
119,24668,7
42,615,8
711,17355,4
73,10123,8
331,26554,5
307,14284,2
693,8641,4
666,13553,9
410,23194,7
197,946,9
611,21444,6
462,4823,2
150,15625,4
468,6228,9
218,8194,6
53,23282,7
56,10438,7
590,4893,1
730,13509,5
750,2834,7
471,23743,8
397,3004,7
354,18407,6
678,26694,6
647,4856,6
536,18849,10
738,15929,5
407,20012,10
547,21559,8
471,26620,5
288,6302,4
186,22190,7
438,7711,9
187,14878,8
389,20467,8
25,22855,3
657,1658,6
372,621,8
447,22796,5
766,26587,9
777,21663,9
768,2484,4
348,19060,10
232,24884,10
380,11545,4
601,5360,9
70,14694,7
9,2142,4
620,27339,5
455,27555,10
221,13103,10
82,26011,7
564,2922,9
32,17006,6
254,8020,8
491,19427,10
374,22218,9
470,12843,10
754,14210,8
740,4229,6
771,23795,4
514,3716,6
680,12134,4
108,12658,9
134,16152,9
343,11407,5
776,13669,4
543,10361,10
271,22300,7
328,10807,10
691,12120,9
733,12523,4
394,24619,6
371,13421,7
218,23513,9
395,15076,10
643,1233,10
595,11786,2
545,5606,9
425,194,9
494,27433,4
97,111,9
280,4637,6
205,23640,1
189,23018,7
603,25585,7
764,27619,7
119,16782,9
414,24662,9
128,18755,5
396,20337,5
565,11446,9
679,27019,6
617,13512,9
597,22698,8
700,11497,2
775,3566,9
111,17923,10
89,3243,9
658,21867,7
283,15261,7
532,11050,2
712,8853,5
209,6676,8
725,19376,10
310,5710,8
157,9999,7
470,10260,2
402,20553,9
274,7264,8
170,10404,9
148,5778,10
105,9239,9
213,25429,2
68,553,7
762,19337,10
613,17285,5
506,22637,7
275,4637,7
742,9491,5
316,18881,9
308,9813,9
690,13387,6
458,3183,10
684,9121,9
647,10983,4
225,2777,9
460,2213,10
11,16861,5
590,14027,10
750,24896,8
258,18354,3
664,11726,4
487,19584,7
776,18684,5
720,26691,9
355,14343,8
490,6438,6
549,12246,6
38,9395,10
185,14482,7
167,7498,6
198,4025,6
695,5698,2
641,11901,9
596,9103,8
374,16244,9
99,17462,10
584,18236,6
129,8410,2
503,24642,10
203,23413,10
253,6317,6
7,10781,7
766,25025,10
503,6165,2
665,20888,4
113,1997,7
112,14167,9
548,12624,7
664,18247,8
753,2831,5
216,21260,9
255,8120,9
639,2334,8
190,23367,7
1,7738,5
303,7677,4
112,26077,9
143,8497,9
324,688,7
527,19156,6
437,15504,9
283,12465,1
366,26541,10
765,3867,7
256,8134,10
410,9514,8
558,24317,5
669,11435,6
103,10381,8
568,8990,10
569,10673,6
702,27553,8
645,1461,10
316,8588,1
252,3141,4
107,10316,10
77,9395,5
707,11309,7
564,7038,9
418,1389,2
360,17606,5
249,26572,9
729,21866,9
177,660,7
135,11320,5
527,8245,4
380,23005,7
182,10028,7
55,26913,5
259,26966,6
210,23252,6
665,26477,6
537,21211,7
43,24243,7
666,4873,8
273,18895,10
238,23139,10
583,26231,2
766,26273,8
34,5524,6
435,14311,8
644,14391,8
563,20775,9
605,21079,2
195,21272,8
62,17935,7
217,1506,10
400,15870,9
665,4940,7
701,24478,6
534,15297,6
170,14005,7
344,5938,5
141,10701,10
442,24857,6
579,4235,3
149,16137,7
36,14139,10
383,17796,6
572,10268,9
359,19808,6
338,17089,2
271,25912,5
103,14522,7
184,10313,6
398,7189,7
620,11568,9
323,8049,2
95,4972,5
249,23157,6
11,14808,6
370,1955,7
330,16871,4
676,7687,6
653,22103,8
656,7811,10
421,27352,5
418,24906,9
495,14698,7
27,20011,2
701,27058,6
491,7487,7
461,27337,8
777,13690,7
23,16007,9
437,15615,3
482,14303,5
173,10891,7
558,21831,5
433,8656,10
479,12386,10
720,2692,6
439,19645,9
277,17973,8
473,10613,6
324,25606,7
125,8836,9
672,19969,2
550,2436,4
3,12625,10
691,4676,8
641,2796,9
232,18179,10
530,7038,3
464,19929,9
194,4816,9
674,3156,6
735,11116,10
230,19360,8
22,24523,5
92,16046,7
487,23236,10
396,26452,9
749,7623,8
168,19971,7
302,11201,2
89,15603,5
542,10578,9
319,4210,9
260,20326,10
144,214,4
333,27191,4
146,6096,5
625,10084,10
329,18065,7
748,23457,9
408,12858,5
153,21756,1
765,26844,7
591,13719,7
6,21755,8
634,25566,8
620,20696,7
563,22912,6
519,22067,4
251,903,7
90,4348,4
643,16013,7
521,20540,4
773,3830,6
98,18865,7
311,11133,9
169,284,9
423,9231,10
39,19491,8
195,14141,6
776,466,5
124,8397,8
156,18927,7
153,4701,9
597,5221,6
579,27283,2
742,23790,10
290,3253,7
378,27280,4
255,1902,7
478,3765,6
120,16132,3
6,20792,7
518,4394,9
319,27370,10
27,27176,7
252,7587,4
447,27453,3
224,17889,8
128,25585,8
493,17674,6
702,11488,8
39,19437,10
393,26492,5
182,13378,10
411,11946,8
151,488,8
426,20283,9
299,5358,5
121,24223,1
500,4832,7
270,24248,10
448,9826,10
599,1294,9
549,12171,7
330,27561,6
163,1836,9
399,10520,10
188,20539,5
377,26195,10
264,15661,5
359,7103,1
759,9617,4
592,12054,10
423,11936,7
354,24276,10
323,27456,10
494,23352,5
483,3920,6
568,6218,10
348,25495,10
263,20450,7
542,12424,7
196,6602,2
430,5030,8
444,5350,9
251,3722,5
349,3861,7
514,4662,8
174,18959,2
322,20320,4
239,14354,7
340,8823,6
231,25341,8
275,22085,8
325,23940,5
556,27637,6
771,23641,10
88,18779,5
208,12304,9
43,14494,9
451,23399,1
67,15708,5
684,912,8
501,2424,6
322,26745,10
112,12249,6
187,3428,2
661,3815,8
336,8245,9
464,7052,7
624,8971,10
163,15987,9
359,18381,6
281,11337,4
484,5632,10
227,20570,4
493,22137,9
255,25817,10
394,5056,2
563,20535,6
489,15962,7
468,24935,6
682,26362,9
502,2413,6
263,27443,4
245,16612,7
486,22601,9
531,10641,10
426,12290,7
445,12478,5
595,23150,6
269,13044,10
531,12740,10
618,22187,10
303,1265,10
88,19453,8
389,20830,2
590,7660,9
438,19791,10
204,25760,4
692,16595,8
334,22704,7
421,7616,6
692,8825,4
113,889,8
200,3983,8
347,2839,10
135,4432,4
1,20068,2
663,9919,9
590,2879,9
588,23854,4
238,26407,6
709,10135,9
85,2976,4
587,12083,10
156,10390,10
716,6640,10
168,11089,9
30,16687,4
634,5474,1
422,22361,6
429,9815,6
46,25836,10
77,24546,7
721,25395,5
347,2853,1
240,22688,4
377,21247,9
124,15834,7
448,20802,10
344,9556,4
24,4452,3
232,17632,10
736,15820,8
217,1426,7
375,26370,7
661,5369,5
175,6175,1
650,20135,4
441,6874,7
597,4077,10
722,18281,7
171,6866,7
342,6345,2
300,24410,4
498,1353,10
730,5117,7
429,21839,9
271,17039,8
741,15197,1
188,9455,8
142,19484,10
272,6964,5
586,4278,7
573,10749,7
548,665,5
183,1539,5
680,684,10
575,4418,4
316,16045,7
9,19299,4
551,6561,2
139,1665,5
266,22551,7
277,2771,9
97,22607,9
318,9846,9
172,19903,4
368,19775,8
248,14256,10
352,15553,10
661,10600,8
147,24437,10
693,26873,6
662,21696,7
93,12671,7
195,24588,5
28,6446,7
325,18503,6
243,20146,5
539,19821,8
434,7006,6
347,9843,4
354,13431,7
297,10926,8
593,22869,3
523,25891,8
773,13453,8
217,159,4
657,17124,9
404,13546,9
255,7763,4
547,24523,7
609,276,8
402,2977,5
575,24820,10
467,12912,9
173,20580,3
503,3059,10
263,3665,10
246,9455,6
689,9432,7
704,25759,7
709,1601,4
219,22403,10
140,4403,7
665,18077,4
766,22661,10
477,15611,4
407,21070,6
590,11529,7
643,7216,6
562,8226,6
483,14085,7
713,9652,7
152,27578,5
25,20278,6
741,12550,9
293,13815,9
757,18817,9
507,7281,4
42,24553,4
559,12706,4
175,11547,9
566,2992,7
497,11564,10
756,16364,5
296,26653,3
595,10770,4
548,24340,9
704,20254,6
721,24358,7
672,3638,10
528,26289,6
468,23788,7
365,9103,10
481,8584,6
520,25131,8
466,22531,10
572,13477,4
97,14053,5
760,27429,8
562,16739,9
106,22682,8
49,4726,4
648,11365,5
674,10210,6
282,5284,8
178,1771,9
616,13053,10
132,1427,4
527,10181,2
14,10881,4
126,11051,9
497,4525,10
2,22718,9
87,16916,10
323,6788,1
285,25635,6
234,11551,9
16,1812,6
692,23668,9
303,3312,9
253,8843,4
10,4725,10
292,20810,7
298,20310,5
103,5373,7
66,4865,10
167,4994,2
583,16764,10
357,2923,7
629,4343,10
252,23442,10
587,16403,5
291,1571,3
263,18267,5
600,26775,8
7,10399,5
671,17329,8
408,879,9
632,11634,3
664,23673,4
354,19614,8
195,1539,6
510,9124,9
107,2674,8
334,24787,4
677,6283,4
672,18190,8
504,3194,5
547,22402,10
255,11392,7
583,19303,6
128,2874,5
375,10729,10
615,17401,4
338,1639,10
753,18196,6
554,19361,4
379,11099,8
445,11845,10
114,24622,6
424,15739,10
339,24981,8
563,9782,6
186,1181,5
200,17724,9
298,5222,10
386,16722,7
726,11867,10
309,25864,3
428,10887,6
55,6158,10
699,21319,7
137,15535,10
93,7162,9
607,16742,1
476,1211,4
209,3938,9
551,22054,9
144,25583,8
94,9371,8
746,10942,1
161,15241,8
331,6344,8
56,26335,5
568,20418,8
193,22450,7
533,20122,5
161,2228,6
625,21552,6
246,802,8
776,18757,8
231,20270,7
485,24849,5
470,18886,7
514,16868,9
636,17610,10
623,24563,9
221,13650,8
212,21870,1
500,26275,7
651,4871,9
640,21294,4
359,1717,9
273,16445,10
25,16823,6
476,3880,4
428,17783,8
707,12615,9
58,2578,6
645,17920,6
768,23731,1
748,12228,4
506,832,7
438,8133,9
289,26559,10
674,10907,10
662,14397,5
435,1,6
355,812,6
109,6537,7
745,1605,7
175,6135,6
4,2577,6
363,14987,4
341,19701,10
261,12508,10
166,6236,7
681,18109,9
187,2064,1
271,27111,10
168,4362,10
318,183,7
181,11,10
168,2751,4
722,5302,1
696,17032,7
387,18348,8
666,9961,4
66,20985,10
71,12469,5
317,12642,5
373,13746,5
701,1710,8
631,16009,4
721,21174,10
29,9401,4
317,21932,6
667,23913,5
449,21345,6
569,23852,8
274,9982,10
12,20123,5
584,13447,3
407,3606,6
24,21169,8
57,12834,5
564,15549,10
632,15257,4
43,24414,6
279,19985,9
722,22957,8
683,19948,7
733,14988,8
260,10051,8
688,14095,3
207,13832,10
272,10389,7
450,27497,5
766,20968,7
403,16024,7
740,20935,5
